t_1,N_1,t_2,N_2,t_3,N_3,t_4,N_4,t_5,N_5,t_6,N_6,t_7,N_7,t_8,N_8,t_9,N_9,t_10,N_10
0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0
0.0,96.0,0.0,98.0,0.0,98.0,0.0,99.0,0.0,98,0.0,97.0,0.0,96.0,0.0,98.0,0.0001,94.0,0.0001,95.0
0.0001,94.0,0.0001,94.0,0.0001,95.0,0.0001,95.0,0.0001,95,0.0001,93.0,0.0001,94.0,0.0001,97.0,0.0002,93.0,0.0002,91.0
0.0002,93.0,0.0002,92.0,0.0002,93.0,0.0002,91.0,0.0002,88,0.0002,87.0,0.0002,92.0,0.0002,93.0,0.00030000000000000003,91.0,0.00030000000000000003,87.0
0.00030000000000000003,92.0,0.00030000000000000003,91.0,0.00030000000000000003,90.0,0.00030000000000000003,89.0,0.00030000000000000003,86,0.00030000000000000003,84.0,0.00030000000000000003,91.0,0.00030000000000000003,89.0,0.0004,90.0,0.0004,85.0
0.0004,91.0,0.0004,88.0,0.0004,88.0,0.0004,86.0,0.0004,83,0.0004,83.0,0.0004,89.0,0.0004,87.0,0.0005,89.0,0.0005,82.0
0.0005,86.0,0.0005,84.0,0.0005,85.0,0.0005,82.0,0.0005,80,0.0005,81.0,0.0005,86.0,0.0005,84.0,0.0006000000000000001,86.0,0.0007000000000000001,81.0
0.0006000000000000001,85.0,0.0006000000000000001,83.0,0.0006000000000000001,81.0,0.0006000000000000001,79.0,0.0007000000000000001,78,0.0006000000000000001,80.0,0.0006000000000000001,83.0,0.0006000000000000001,81.0,0.0007000000000000001,85.0,0.0008000000000000001,80.0
0.0007000000000000001,81.0,0.0007000000000000001,82.0,0.0007000000000000001,75.0,0.0007000000000000001,77.0,0.0009000000000000002,77,0.0007000000000000001,78.0,0.0007000000000000001,80.0,0.0008000000000000001,79.0,0.0008000000000000001,84.0,0.0010000000000000002,79.0
0.0008000000000000001,79.0,0.0008000000000000001,81.0,0.0009000000000000002,74.0,0.0009000000000000002,74.0,0.0010000000000000002,76,0.0008000000000000001,77.0,0.0008000000000000001,79.0,0.0009000000000000002,78.0,0.0009000000000000002,80.0,0.0011000000000000003,76.0
0.0009000000000000002,77.0,0.0009000000000000002,80.0,0.0010000000000000002,73.0,0.0011000000000000003,73.0,0.0011000000000000003,75,0.0010000000000000002,76.0,0.0009000000000000002,78.0,0.0010000000000000002,75.0,0.0010000000000000002,79.0,0.0012000000000000003,75.0
0.0010000000000000002,74.0,0.0010000000000000002,77.0,0.0012000000000000003,72.0,0.0012000000000000003,71.0,0.0013000000000000004,74,0.0011000000000000003,73.0,0.0011000000000000003,77.0,0.0012000000000000003,73.0,0.0011000000000000003,77.0,0.0013000000000000004,73.0
0.0011000000000000003,73.0,0.0012000000000000003,76.0,0.0013000000000000004,71.0,0.0013000000000000004,70.0,0.0014000000000000004,72,0.0012000000000000003,71.0,0.0014000000000000004,76.0,0.0014000000000000004,71.0,0.0012000000000000003,76.0,0.0014000000000000004,71.0
0.0012000000000000003,71.0,0.0015000000000000005,75.0,0.0014000000000000004,66.0,0.0014000000000000004,68.0,0.0015000000000000005,71,0.0014000000000000004,70.0,0.0015000000000000005,75.0,0.0016000000000000005,70.0,0.0013000000000000004,75.0,0.0015000000000000005,70.0
0.0013000000000000004,69.0,0.0017000000000000006,74.0,0.0015000000000000005,65.0,0.0015000000000000005,67.0,0.0018000000000000006,70,0.0016000000000000005,69.0,0.0017000000000000006,73.0,0.0017000000000000006,69.0,0.0015000000000000005,73.0,0.0019000000000000006,69.0
0.0016000000000000005,68.0,0.0021000000000000003,73.0,0.0018000000000000006,63.0,0.0016000000000000005,66.0,0.0022,69,0.0019000000000000006,68.0,0.0020000000000000005,69.0,0.0021000000000000003,68.0,0.0017000000000000006,70.0,0.0020000000000000005,68.0
0.0017000000000000006,67.0,0.0022,71.0,0.0023,62.0,0.0017000000000000006,65.0,0.0024,68,0.0020000000000000005,67.0,0.0023,67.0,0.0022,67.0,0.0018000000000000006,67.0,0.0021000000000000003,67.0
0.0020000000000000005,66.0,0.0024,70.0,0.0024,61.0,0.0018000000000000006,63.0,0.002799999999999999,67,0.0021000000000000003,65.0,0.0024,66.0,0.0023,66.0,0.0019000000000000006,66.0,0.0022,66.0
0.0022,65.0,0.0025999999999999994,67.0,0.0026999999999999993,60.0,0.0019000000000000006,62.0,0.0029999999999999988,65,0.0022,63.0,0.002799999999999999,65.0,0.0024,65.0,0.0024,65.0,0.0024999999999999996,64.0
0.0024,63.0,0.0026999999999999993,65.0,0.0029999999999999988,58.0,0.0020000000000000005,61.0,0.0030999999999999986,64,0.0024999999999999996,62.0,0.0029999999999999988,64.0,0.0024999999999999996,64.0,0.0025999999999999994,64.0,0.002799999999999999,63.0
0.0038999999999999972,62.0,0.0030999999999999986,63.0,0.0030999999999999986,57.0,0.0023,60.0,0.0031999999999999984,63,0.0025999999999999994,61.0,0.0036999999999999976,63.0,0.0025999999999999994,63.0,0.002799999999999999,62.0,0.002899999999999999,60.0
0.004199999999999998,61.0,0.0032999999999999982,62.0,0.0039999999999999975,56.0,0.0024999999999999996,59.0,0.003499999999999998,62,0.0029999999999999988,60.0,0.0037999999999999974,61.0,0.002899999999999999,62.0,0.002899999999999999,61.0,0.0029999999999999988,59.0
0.004599999999999999,58.0,0.003399999999999998,61.0,0.004699999999999999,54.0,0.002799999999999999,58.0,0.0036999999999999976,61,0.0031999999999999984,59.0,0.0039999999999999975,59.0,0.0029999999999999988,61.0,0.0030999999999999986,60.0,0.0030999999999999986,58.0
0.004699999999999999,57.0,0.0036999999999999976,60.0,0.006200000000000003,53.0,0.0038999999999999972,57.0,0.0039999999999999975,60,0.0037999999999999974,58.0,0.004499999999999999,57.0,0.0030999999999999986,60.0,0.0037999999999999974,59.0,0.0032999999999999982,57.0
0.0051,56.0,0.0037999999999999974,59.0,0.009499999999999998,52.0,0.004099999999999998,56.0,0.004099999999999998,59,0.0038999999999999972,57.0,0.0049,56.0,0.0031999999999999984,59.0,0.0038999999999999972,58.0,0.0035999999999999977,56.0
0.005400000000000001,55.0,0.0038999999999999972,58.0,0.009699999999999997,51.0,0.004199999999999998,55.0,0.0043999999999999985,58,0.004199999999999998,55.0,0.006200000000000003,55.0,0.003399999999999998,57.0,0.004599999999999999,57.0,0.0039999999999999975,54.0
0.005800000000000002,54.0,0.0039999999999999975,57.0,0.010099999999999994,50.0,0.004499999999999999,54.0,0.005,57,0.0043999999999999985,54.0,0.0063000000000000035,54.0,0.0038999999999999972,56.0,0.0049,56.0,0.004199999999999998,53.0
0.0059000000000000025,53.0,0.004099999999999998,56.0,0.010199999999999994,49.0,0.006000000000000003,53.0,0.006200000000000003,56,0.007100000000000006,53.0,0.006900000000000005,53.0,0.0039999999999999975,55.0,0.0051,55.0,0.0048,52.0
